Gene,t-statistic,p-value,adjusted_p-value
201448_at,-5.670819060911763,2.13224411722851e-07,1.9552590808313945e-05
201450_s_at,-6.6560298603620245,3.332824883492775e-09,5.7127182214515e-07
201456_s_at,-3.503949605541099,0.0007436706098426,0.015273006635137
201458_s_at,-3.362336921820588,0.001166098189792,0.0211769893750093
201461_s_at,3.184331113580991,0.0020392503710356,0.0316609007180977
201464_x_at,4.121195252895324,8.852242696718106e-05,0.0029932401215625
201465_s_at,5.382075197955848,7.331124396783438e-07,5.409253143494217e-05
201466_s_at,3.71510585880647,0.000368346276748,0.0091810515489671
201479_at,-5.054463158979827,2.7957684457858058e-06,0.0001656864581846
201493_s_at,-4.679646453823303,1.1765983475559288e-05,0.0005665881740184
201495_x_at,3.147666536688809,0.0022942312951862,0.0345421323990784
